Sample_id,order_in_plate,typeofSamp,Run,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2,Longitude,Latitude,Strata,sample_ampl_rate
ID01027,15,Samples,run2,11/10/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID01028,20,Samples,run2,11/30/21,2021-11,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01029,21,Samples,run2,12/7/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01030,24,Samples,run2,12/16/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID01031,23,Samples,run2,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID01032,22,Samples,run2,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID01033,9,Samples,run2,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00054,150,Samples,run3,3/9/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00052,118,Samples,run3,2/22/21,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.849557522123894
ID00055,149,Samples,run3,3/9/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.876106194690266
ID00056,148,Samples,run3,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.867256637168142
ID00057,147,Samples,run3,3/16/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00058,146,Samples,run3,3/16/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.831858407079646
ID00059,120,Samples,run3,3/20/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00060,115,Samples,run3,3/23/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.814159292035398
ID00061,116,Samples,run3,3/23/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.955752212389381
ID00062,117,Samples,run3,3/24/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.920353982300885
ID00063,109,Samples,run3,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00064,111,Samples,run3,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.566371681415929
ID00065,112,Samples,run3,3/27/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00066,113,Samples,run3,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00067,114,Samples,run3,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.946902654867257
ID00069,178,Samples,run3,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.911504424778761
ID00070,174,Samples,run3,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.955752212389381
ID00077,182,Samples,run3,4/26/21,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.79646017699115
ID00080,173,Samples,run3,5/12/21,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.68141592920354
ID00081,184,Samples,run3,5/12/21,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.902654867256637
ID00083,188,Samples,run3,5/14/21,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00084,187,Samples,run3,5/18/21,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.690265486725664
ID00086,185,Samples,run3,6/1/21,2021-06,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00087,183,Samples,run3,6/2/21,2021-06,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00088,169,Samples,run3,7/6/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.929203539823009
ID00089,170,Samples,run3,7/7/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00090,171,Samples,run3,7/7/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.920353982300885
ID00092,176,Samples,run3,7/22/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00093,172,Samples,run3,7/23/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.876106194690266
ID00094,106,Samples,run3,7/27/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.805309734513274
ID00095,107,Samples,run3,7/29/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00096,108,Samples,run3,7/29/21,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00097,104,Samples,run3,8/2/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.63716814159292
ID00098,105,Samples,run3,8/2/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00099,97,Samples,run3,8/2/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00101,190,Samples,run3,8/3/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00102,101,Samples,run3,8/9/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00104,100,Samples,run3,8/11/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.946902654867257
ID00105,98,Samples,run3,8/11/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.920353982300885
ID00106,99,Samples,run3,8/11/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.805309734513274
ID00107,103,Samples,run3,8/11/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00248,159,Samples,run3,11/18/20,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.964601769911504
ID00249,160,Samples,run3,11/18/20,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.911504424778761
ID00269,137,Samples,run3,4/20/21,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00270,136,Samples,run3,4/20/21,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00272,135,Samples,run3,5/3/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00273,132,Samples,run3,5/3/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00274,131,Samples,run3,5/10/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00275,130,Samples,run3,5/11/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.867256637168142
ID00276,129,Samples,run3,5/11/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00277,128,Samples,run3,5/12/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00279,125,Samples,run3,5/20/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00293,162,Samples,run3,6/10/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00294,157,Samples,run3,6/15/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00296,140,Samples,run3,7/2/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00297,141,Samples,run3,7/2/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00298,143,Samples,run3,7/2/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.929203539823009
ID00300,121,Samples,run3,7/6/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00301,133,Samples,run3,7/6/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.814159292035398
ID00302,144,Samples,run3,7/6/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.831858407079646
ID00303,145,Samples,run3,7/7/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00306,166,Samples,run3,7/7/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00307,164,Samples,run3,7/7/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.938053097345133
ID00309,161,Samples,run3,7/8/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00310,165,Samples,run3,7/9/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00311,154,Samples,run3,7/9/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00312,153,Samples,run3,7/19/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00313,152,Samples,run3,7/19/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00314,124,Samples,run3,7/21/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00315,126,Samples,run3,7/21/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00316,123,Samples,run3,7/21/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00317,122,Samples,run3,7/21/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00318,31,Samples,run3,7/14/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00319,32,Samples,run3,7/14/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00320,34,Samples,run3,7/14/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00321,42,Samples,run3,7/14/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00322,41,Samples,run3,7/14/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00323,78,Samples,run3,7/14/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00324,35,Samples,run3,7/30/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00326,38,Samples,run3,7/30/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00327,39,Samples,run3,7/30/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00328,40,Samples,run3,7/31/21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00329,81,Samples,run3,8/6/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.646017699115044
ID00330,74,Samples,run3,8/13/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00331,21,Samples,run3,8/16/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.539823008849557
ID00332,24,Samples,run3,8/19/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00333,47,Samples,run3,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00334,46,Samples,run3,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00335,45,Samples,run3,8/21/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00336,44,Samples,run3,8/24/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00338,20,Samples,run3,8/30/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.964601769911504
ID00339,19,Samples,run3,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00340,18,Samples,run3,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00341,83,Samples,run3,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.654867256637168
ID00342,37,Samples,run3,9/9/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00343,36,Samples,run3,9/9/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00344,33,Samples,run3,9/10/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00345,29,Samples,run3,9/13/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00346,28,Samples,run3,9/13/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.79646017699115
ID00347,80,Samples,run3,9/13/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.964601769911504
ID00348,25,Samples,run3,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00349,26,Samples,run3,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00350,27,Samples,run3,9/23/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.814159292035398
ID00362,65,Samples,run3,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00363,48,Samples,run3,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00371,3,Samples,run3,8/25/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00372,2,Samples,run3,8/27/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00373,1,Samples,run3,8/27/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.858407079646018
ID00374,84,Samples,run3,8/30/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.787610619469027
ID00376,96,Samples,run3,9/15/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00377,56,Samples,run3,9/27/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.964601769911504
ID00380,61,Samples,run3,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00382,72,Samples,run3,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00383,73,Samples,run3,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.84070796460177
ID00384,90,Samples,run3,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00385,91,Samples,run3,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.725663716814159
ID00386,93,Samples,run3,10/23/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.743362831858407
ID00389,53,Samples,run3,8/23/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00390,52,Samples,run3,8/26/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.946902654867257
ID00391,51,Samples,run3,9/6/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00392,57,Samples,run3,9/16/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.548672566371681
ID00393,58,Samples,run3,10/15/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.79646017699115
ID00394,54,Samples,run3,10/15/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00395,55,Samples,run3,10/16/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.63716814159292
ID00396,77,Samples,run3,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.964601769911504
ID00397,76,Samples,run3,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00398,75,Samples,run3,10/27/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00399,79,Samples,run3,10/28/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.84070796460177
ID00400,85,Samples,run3,11/1/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00401,86,Samples,run3,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00402,87,Samples,run3,10/25/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00403,88,Samples,run3,10/26/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.911504424778761
ID00404,92,Samples,run3,10/28/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00405,89,Samples,run3,10/28/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00406,9,Samples,run3,11/2/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00407,8,Samples,run3,11/2/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00408,7,Samples,run3,11/2/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.893805309734513
ID00409,6,Samples,run3,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.601769911504425
ID00410,5,Samples,run3,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00412,30,Samples,run3,11/5/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00413,17,Samples,run3,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.725663716814159
ID00414,16,Samples,run3,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.920353982300885
ID00415,13,Samples,run3,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00416,12,Samples,run3,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00417,11,Samples,run3,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00418,10,Samples,run3,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.938053097345133
ID00419,50,Samples,run3,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.619469026548673
ID00420,49,Samples,run3,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00421,68,Samples,run3,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00422,70,Samples,run3,11/18/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.893805309734513
ID00423,66,Samples,run3,11/18/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00424,67,Samples,run3,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00425,62,Samples,run3,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00076,96,Samples,run4,4/26/21,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00109,128,Samples,run4,8/17/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00110,127,Samples,run4,8/17/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.504424778761062
ID00111,121,Samples,run4,8/17/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00112,134,Samples,run4,8/17/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.769911504424779
ID00113,141,Samples,run4,8/19/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.84070796460177
ID00114,148,Samples,run4,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.911504424778761
ID00115,155,Samples,run4,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.884955752212389
ID00116,162,Samples,run4,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.893805309734513
ID00117,169,Samples,run4,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00118,176,Samples,run4,8/21/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00119,98,Samples,run4,8/23/21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00124,97,Samples,run4,9/3/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00125,105,Samples,run4,9/6/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.884955752212389
ID00126,113,Samples,run4,9/7/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.920353982300885
ID00127,112,Samples,run4,9/21/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00128,180,Samples,run4,9/16/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00129,101,Samples,run4,9/17/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00130,179,Samples,run4,9/17/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00132,165,Samples,run4,9/18/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00133,109,Samples,run4,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00134,124,Samples,run4,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00135,117,Samples,run4,10/4/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.964601769911504
ID00136,139,Samples,run4,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
