Sample_id,order_in_plate,typeofSamp,Run,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2,Longitude,Latitude,Strata,sample_ampl_rate
ID00137,132,Samples,run4,10/13/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00138,108,Samples,run4,10/15/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.743362831858407
ID00139,100,Samples,run4,10/20/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.938053097345133
ID00140,174,Samples,run4,10/20/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00141,167,Samples,run4,10/20/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00142,160,Samples,run4,10/20/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00143,153,Samples,run4,10/20/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00144,146,Samples,run4,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.973451327433628
ID00146,151,Samples,run4,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00147,158,Samples,run4,11/11/21,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.920353982300885
ID00148,130,Samples,run4,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.982300884955752
ID00149,123,Samples,run4,11/22/21,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00150,116,Samples,run4,11/29/21,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00151,114,Samples,run4,12/16/21,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00159,166,Samples,run4,1/18/22,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,1
ID00163,138,Samples,run4,1/22/22,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00164,131,Samples,run4,12/14/21,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2,-77.03116,3.8801,Municipality 2,0.991150442477876
ID00265,125,Samples,run4,3/24/21,2021-03,2021-Q1,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.973451327433628
ID00266,118,Samples,run4,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.946902654867257
ID00267,110,Samples,run4,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00268,102,Samples,run4,4/12/21,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00280,140,Samples,run4,5/24/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00281,147,Samples,run4,5/24/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.699115044247788
ID00283,168,Samples,run4,5/27/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00284,175,Samples,run4,5/27/21,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00285,182,Samples,run4,6/1/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00286,181,Samples,run4,6/2/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00287,103,Samples,run4,6/2/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00288,111,Samples,run4,6/2/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.823008849557522
ID00289,119,Samples,run4,6/3/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00290,126,Samples,run4,6/4/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00291,133,Samples,run4,6/6/21,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.929203539823009
ID00351,163,Samples,run4,9/30/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00352,156,Samples,run4,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00353,143,Samples,run4,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.619469026548673
ID00354,136,Samples,run4,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00355,129,Samples,run4,10/6/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00356,122,Samples,run4,10/6/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00357,115,Samples,run4,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.938053097345133
ID00358,107,Samples,run4,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.938053097345133
ID00359,99,Samples,run4,9/12/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00360,177,Samples,run4,10/10/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00361,170,Samples,run4,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00364,149,Samples,run4,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00365,142,Samples,run4,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00366,178,Samples,run4,10/13/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00367,171,Samples,run4,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.725663716814159
ID00368,164,Samples,run4,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00369,157,Samples,run4,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00370,150,Samples,run4,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00426,135,Samples,run4,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00430,41,Samples,run4,12/9/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00531,34,Samples,run4,1/26/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00532,26,Samples,run4,1/28/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00533,22,Samples,run4,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.982300884955752
ID00534,30,Samples,run4,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00535,38,Samples,run4,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00536,104,Samples,run4,1/27/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00537,58,Samples,run4,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00538,50,Samples,run4,2/1/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.628318584070796
ID00539,81,Samples,run4,2/4/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00540,73,Samples,run4,2/8/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00541,65,Samples,run4,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00542,57,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00543,49,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.911504424778761
ID00544,33,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00545,46,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00546,25,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.991150442477876
ID00547,17,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,0.876106194690266
ID00548,9,Samples,run4,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00549,1,Samples,run4,2/9/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00550,18,Samples,run4,2/11/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00551,2,Samples,run4,2/10/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00552,89,Samples,run4,2/11/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222,Municipality 1,1
ID00912,48,Samples,run4,3/8/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00913,40,Samples,run4,3/8/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID00914,32,Samples,run4,3/11/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID00915,24,Samples,run4,3/11/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.690265486725664
ID00916,16,Samples,run4,3/12/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00917,8,Samples,run4,3/12/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00918,95,Samples,run4,3/13/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00919,87,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00920,79,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00921,63,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00922,47,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID00923,82,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID00924,90,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00925,3,Samples,run4,3/15/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00926,11,Samples,run4,3/16/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID00927,19,Samples,run4,3/16/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID00928,27,Samples,run4,3/18/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00929,35,Samples,run4,3/18/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00930,43,Samples,run4,3/18/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00931,51,Samples,run4,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID00932,23,Samples,run4,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00933,39,Samples,run4,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID00934,5,Samples,run4,3/19/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00935,55,Samples,run4,3/23/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID00936,7,Samples,run4,3/25/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00937,15,Samples,run4,3/24/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00939,66,Samples,run4,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID00940,42,Samples,run4,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID00941,74,Samples,run4,3/26/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID00943,86,Samples,run4,3/27/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID00944,78,Samples,run4,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00947,88,Samples,run4,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00948,80,Samples,run4,3/29/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00949,72,Samples,run4,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00950,64,Samples,run4,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID00951,56,Samples,run4,3/30/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00953,36,Samples,run4,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00954,52,Samples,run4,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00955,60,Samples,run4,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID00956,68,Samples,run4,3/31/21,2021-03,2021-Q1,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID00957,76,Samples,run4,4/5/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00958,84,Samples,run4,4/5/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00959,29,Samples,run4,4/5/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.716814159292035
ID00960,37,Samples,run4,4/6/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00961,92,Samples,run4,4/6/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00962,53,Samples,run4,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00963,45,Samples,run4,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00964,77,Samples,run4,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID00965,69,Samples,run4,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00966,61,Samples,run4,4/7/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID00967,54,Samples,run4,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID00968,14,Samples,run4,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.761061946902655
ID00969,6,Samples,run4,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID00970,93,Samples,run4,4/8/21,2021-04,2021-Q2,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID00990,91,Samples,run4,7/17/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00991,28,Samples,run4,7/19/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID00992,20,Samples,run4,7/22/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.761061946902655
ID00993,12,Samples,run4,7/24/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00994,13,Samples,run4,7/24/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00995,21,Samples,run4,7/26/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00996,83,Samples,run4,7/31/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00997,67,Samples,run4,7/31/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,1
ID00998,75,Samples,run4,7/19/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID00999,59,Samples,run4,7/22/21,2021-07,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01000,4,Samples,run4,8/2/21,2021-08,2021-Q3,2021,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01034,93,Samples,run5,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.849557522123894
ID01035,94,Samples,run5,1/21/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01036,95,Samples,run5,1/24/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01038,96,Samples,run5,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01039,82,Samples,run5,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01040,83,Samples,run5,2/8/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01041,84,Samples,run5,2/17/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.893805309734513
ID01042,85,Samples,run5,2/17/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.849557522123894
ID01043,86,Samples,run5,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01044,87,Samples,run5,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01045,88,Samples,run5,2/28/22,2022-02,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.893805309734513
ID01046,89,Samples,run5,3/7/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.831858407079646
ID01047,90,Samples,run5,3/10/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01048,91,Samples,run5,3/11/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.849557522123894
ID01049,92,Samples,run5,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.858407079646018
ID01050,74,Samples,run5,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01051,75,Samples,run5,3/15/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.84070796460177
ID01052,76,Samples,run5,3/15/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.929203539823009
ID01053,77,Samples,run5,3/17/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.876106194690266
ID01054,62,Samples,run5,3/22/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01056,60,Samples,run5,3/22/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01057,58,Samples,run5,3/23/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.973451327433628
ID01058,57,Samples,run5,3/23/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.84070796460177
ID01059,56,Samples,run5,3/24/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
ID01060,50,Samples,run5,3/24/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01061,180,Samples,run5,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01063,179,Samples,run5,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.938053097345133
ID01064,178,Samples,run5,3/28/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.79646017699115
ID01065,176,Samples,run5,3/30/22,2022-03,2022-Q1,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01066,175,Samples,run5,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01067,174,Samples,run5,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.858407079646018
ID01068,173,Samples,run5,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.761061946902655
ID01069,172,Samples,run5,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.867256637168142
ID01070,170,Samples,run5,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01071,171,Samples,run5,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.743362831858407
ID01072,49,Samples,run5,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.946902654867257
ID01073,24,Samples,run5,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.964601769911504
ID01074,23,Samples,run5,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.982300884955752
ID01075,22,Samples,run5,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01076,21,Samples,run5,4/20/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01077,20,Samples,run5,4/21/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.920353982300885
ID01078,19,Samples,run5,4/22/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.902654867256637
ID01079,18,Samples,run5,4/22/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.911504424778761
ID01080,7,Samples,run5,4/22/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.84070796460177
ID01081,6,Samples,run5,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.991150442477876
ID01082,5,Samples,run5,4/26/22,2022-04,2022-Q2,2022,Region 1,Department 3,Municipality 3,-77.883,2.567,Municipality 3,0.955752212389381
